ID;Sire / DateIn;Dam / DateInEst;Sex / InType;ReproStat/  DateOut;Selected /  DateOutEst;Living /  OutType;BirthLoc;BProgram;BCountry;DOB;DOBest;DOD;DODest;Necr1;Necr2;Necr3;Location;LocalID;Social;Program;Country;Name;Transponder;Tag;Tattoo;Color;LitSize;No_Litters;Lit_List;UDFs;   
264;165;163;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19950830; ;20060221;Y;Other;;;RIO PRIM;1589;RIO PRIM SBV06;LatinAm;Brazil;;;;;;2;1;1;                                                                    ;
MOVE: 264;19950830; ;Birth  ;20060221;Y;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
265;130;191;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19950917; ;19950917; ;Self injury;;;RIO PRIM;1594;;LatinAm;Brazil;;;;;;3;0;;                                                                            ;
MOVE: 265;19950917; ;Birth  ;19950917; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
266;130;191;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19950917; ;20110406; ;Euthanasia;;;SAO PAULO;28579;SAO PAULO REC16;LatinAm;Brazil;;70115591;;;;3;3;2 2 1;                                            ;
MOVE: 266;19950917; ;Birth  ;20110406; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
267;130;191;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19950915; ;20111213; ;Other;;;SAO PAULO;28580;SAO PAULO REC18;LatinAm;Brazil;;70101062;;;;3;0;;                                                      ;
MOVE: 267;19950915; ;Birth  ;20111213; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
268;118;146;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19950926; ;20101031; ;Other;;;SAO PAULO;22109;SAO PAULO REC16;LatinAm;Brazil;;200000000000;;85;;3;3;1 2 1;                                              ;
MOVE: 268;19950926; ;Birth  ;20101031; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
269;118;146;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19950926; ;19950926; ;Stillbirth;;;SAO PAULO;21107;;LatinAm;Brazil;;;;;;3;0;;                                                                       ;
MOVE: 269;19950926; ;Birth  ;19950926; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
270;118;146;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19950926; ;19951013; ;Other;;;SAO PAULO;22108;;LatinAm;Brazil;;;;;;3;0;;                                                                            ;
MOVE: 270;19950926; ;Birth  ;19951013; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
271;96;91;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19951020; ;19980219; ;Other;;;SAO PAULO;22164;;LatinAm;Brazil;;;;;;1;0;;                                                                               ;
MOVE: 271;19951020; ;Birth  ;19980219; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
272;45;127;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19951023; ;19951023; ;Stillbirth;;;SAO PAULO;22167;;LatinAm;Brazil;;;;;;1;0;;                                                                        ;
MOVE: 272;19951023; ;Birth  ;19951023; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
273;209;211;Female;Fertile;True;False;BRASILIA;LatinAm;Brazil;19951024; ;20020911; ;Other;Digestive;Trauma;BRASILIA;1488;;LatinAm;Brazil;Pretinha;;;273;;2;0;;                                                       ;
MOVE: 273;19951024; ;Birth  ;20020911; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
274;209;211;Male;Fertile;True;False;BRASILIA;LatinAm;Brazil;19951024; ;19960525; ;Environ/Behav;;;BRASILIA;1487;;LatinAm;Brazil;;;;;;2;0;;                                                                           ;
MOVE: 274;19951024; ;Birth  ;19960525; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
275;203;224;Unknown;Fertile;True;False;SOROCABA;LatinAm;Brazil;19951117; ;19960306; ;Predator;;;SOROCABA;DV0003;;LatinAm;Brazil;;;;;;1;0;;                                                                          ;
MOVE: 275;19951117; ;Birth  ;19960306; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
276;77;208;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19951211; ;19951221; ;Other;;;RIO PRIM;1625;;LatinAm;Brazil;;;;;;1;0;;                                                                                   ;
MOVE: 276;19951211; ;Birth  ;19951221; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
277;75;95;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19951218; ;19960224; ;Other;;;SAO PAULO;22343;;LatinAm;Brazil;;;;;;1;0;;                                                                                  ;
MOVE: 277;19951218; ;Birth  ;19960224; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
278;96;91;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19941004; ;20040128; ;Infection;Digestive;Protozoan;SAO PAULO;21712;SAO PAULO 31B;LatinAm;Brazil;;200000000000;;86;;2;3;1 2 1;                          ;
MOVE: 278;19941004; ;Birth  ;20040128; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
279;165;163;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19960114; ;19980913; ;Other;;;RIO PRIM;1630;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 279;19960114; ;Birth  ;19980913; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
280;165;163;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19960114; ;20020313; ;Other;;;RIO PRIM;1631;;LatinAm;Brazil;;;;;;2;4;2 1 2 2;                                                                         ;
MOVE: 280;19960114; ;Birth  ;20020313; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
281;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19960220; ;20070422; ;Other;;;BRISTOL;2769;BRISTOL ZB2;Europe;England;;00-01-DC-39-A1;;;;2;0;;                                                           ;
MOVE: 281;19960220; ;Birth  ;20070422; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
282;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19960220; ;19960223; ;Other;;;JERSEY;M2215;;Europe;Channl Is;;;;;;2;0;;                                                                               ;
MOVE: 282;19960220; ;Birth  ;19960223; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
283;193;174;Female;Fertile;True;False;MAGDEBURG;Europe;Germany;19960412; ;20120504; ;Euthanasia;;;MAGDEBURG;184005;MAGDEBURG 17S;Europe;Germany;;00-00F8-CD1C;;;;2;0;;                                               ;
MOVE: 283;19960412; ;Birth  ;20120504; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
284;193;174;Male;Fertile;True;False;MAGDEBURG;Europe;Germany;19960412; ;20080909; ;Euthanasia;;;MAGDEBURG;184006;MAGDEBURG 16S;Europe;Germany;;00-00F8-AC50;;;;2;0;;                                                 ;
MOVE: 284;19960412; ;Birth  ;20080909; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
285;165;163;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19960916; ;19980921; ;Other;;;RIO PRIM;1694;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 285;19960916; ;Birth  ;19980921; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
286;165;163;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19960916; ;19980918; ;Other;;;RIO PRIM;1695;;LatinAm;Brazil;;;;;;2;0;;                                                                                  ;
MOVE: 286;19960916; ;Birth  ;19980918; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
287;209;211;Unknown;Fertile;True;False;BRASILIA;LatinAm;Brazil;19960927; ;19960927; ;Premature;;;BRASILIA;________;;LatinAm;Brazil;;;;;;3;0;;                                                                       ;
MOVE: 287;19960927; ;Birth  ;19960927; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
288;209;211;Unknown;Fertile;True;False;BRASILIA;LatinAm;Brazil;19960927; ;19960927; ;Premature;;;BRASILIA;________;;LatinAm;Brazil;;;;;;3;0;;                                                                       ;
MOVE: 288;19960927; ;Birth  ;19960927; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
289;209;211;Unknown;Fertile;True;False;BRASILIA;LatinAm;Brazil;19960927; ;19960927; ;Premature;;;BRASILIA;________;;LatinAm;Brazil;;;;;;3;0;;                                                                          ;
MOVE: 289;19960927; ;Birth  ;19960927; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
290;96;91;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19961212; ;19970328; ;Other;;;SAO PAULO;22880;;LatinAm;Brazil;;;;;;1;0;;                                                                               ;
MOVE: 290;19961212; ;Birth  ;19970328; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
291;118;146;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19961219; ;19970220; ;Other;;;SAO PAULO;22882;;LatinAm;Brazil;;;;;;1;0;;                                                                               ;
MOVE: 291;19961219; ;Birth  ;19970220; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
292;194;196;Male;Fertile;True;False;ADELAIDE;Austral;Australia;19961221; ;20111115; ;Euthanasia;;;ADELAIDE;960513;ADELAIDE 2B;Austral;Australia;;00-0212-F12C;;;;1;3;1 1 3;                                          ;
MOVE: 292;19961221; ;Birth  ;20111115; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
293;WILD;WILD;Male;Fertile;True;False;WILD;Unknown;Unknown;19970101;Y;20070914; ;Euthanasia;General;;SAO PAULO;28549;SAO PAULO REC17;LatinAm;Brazil;;70105845;;;;0;2;2 2;                                              ;
MOVE: 293;19990701; ;Capture;20070914; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
294;195;220;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19970109; ;20110113; ;Euthanasia;;;BRISTOL;9830;;Europe;England;Epi;00-0049-E739;;;;3;0;;                                                                ;
MOVE: 294;19970109; ;Birth  ;20110113; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
295;195;220;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19970109; ;20060505; ;Other;;;JERSEY;M2309;JERSEY MWOOD;Europe;Channl Is;Blas;00-0605-C5EF;;;;3;0;;                                                      ;
MOVE: 295;19970109; ;Birth  ;20060505; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
296;165;163;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19970129; ;19980218; ;Other;;;RIO PRIM;1735;;LatinAm;Brazil;;;;;;3;0;;                                                                                 ;
MOVE: 296;19970129; ;Birth  ;19980218; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
297;165;163;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19970129; ;19980918; ;Other;;;RIO PRIM;1736;;LatinAm;Brazil;;;;;;3;0;;                                                                                   ;
MOVE: 297;19970129; ;Birth  ;19980918; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
298;165;163;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19970129; ;19970313; ;Predator;;;RIO PRIM;1737;;LatinAm;Brazil;;;;;;3;0;;                                                                              ;
MOVE: 298;19970129; ;Birth  ;19970313; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
299;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19970211; ;20110707; ;Other;;;LISBON;10170;;Europe;Portugal;Leonie;00-0076-7812;;;;2;0;;                                                               ;
MOVE: 299;19970211; ;Birth  ;20110707; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
300;84;105;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19970402; ;19990713; ;Other;;;RIO PRIM;________;;LatinAm;Brazil;Leonardo;00-01-D3-53-11;;;;2;0;;                                                          ;
MOVE: 300;19970402; ;Birth  ;19990713; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
301;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19970402; ;20090124; ;Other;;;RIO PRIM;1924;RIO PRIM S1V20;LatinAm;Brazil;Lara;00-00-62-44-CC;;;;2;2;2 2;                                               ;
MOVE: 301;19970402; ;Birth  ;20090124; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
302;193;174;Female;Fertile;True;False;MAGDEBURG;Europe;Germany;19970518; ;20100924; ;Euthanasia;;;JERSEY;M2982;;Europe;Channl Is;Magda;00-01F1-4CED;;;;2;1;1;                                                        ;
MOVE: 302;19970518; ;Birth  ;20100924; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
303;195;220;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19970608; ;19970608; ;Stillbirth;;;JERSEY;M2365;;Europe;Channl Is;;;;;;2;0;;                                                                          ;
MOVE: 303;19970608; ;Birth  ;19970608; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
304;195;220;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19970608; ;19970608; ;Stillbirth;;;JERSEY;M2366;;Europe;Channl Is;;;;;;2;0;;                                                                         ;
MOVE: 304;19970608; ;Birth  ;19970608; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
305;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19970808; ;20130907; ;Other;;;CHESTER;C06826;;Europe;England;Vandalai;00-00-62-17-37;;;;2;0;;                                                            ;
MOVE: 305;19970808; ;Birth  ;20130907; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
306;106;125;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19970808; ;20120814; ;Other;;;JERSEY;M2381;JERSEY F5;Europe;Channl Is;Roxanne;00-0076-7478;;;;2;4;1 1 1 1;                                             ;
MOVE: 306;19970808; ;Birth  ;20120814; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
307;45;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19970826; ;19970829; ;Other;;;SAO PAULO;23397;;LatinAm;Brazil;;;;;;1;0;;                                                                                 ;
MOVE: 307;19970826; ;Birth  ;19970829; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
308;248;229;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19970908; ;20031204; ;Euth (cull);Respiratory;Trauma;RIO PRIM;1810;RIO PRIM 22B;LatinAm;Brazil;;;;;;2;4;2 2 2 2;                                         ;
MOVE: 308;19970908; ;Birth  ;20031204; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
309;248;229;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19970908; ;20000830; ;Other;;;RIO PRIM;1811;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 309;19970908; ;Birth  ;20000830; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
310;165;163;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19970910; ;19980920; ;Other;;;RIO PRIM;1812;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 310;19970910; ;Birth  ;19980920; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
311;165;163;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19970910; ;19980914; ;Other;;;RIO PRIM;1813;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 311;19970910; ;Birth  ;19980914; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
312;71;143;Male;Fertile;True;True;RIO PRIM;LatinAm;Brazil;19971011; ;; ;;;;RIO PRIM;1821;RIO PRIM S1V07;LatinAm;Brazil;;30000007166;;;;2;11;1 2 2 2 1 2 2 2 2 1 1;                                                  ;
MOVE: 312;19971011; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
313;71;143;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19971011; ;19971012; ;Malicious;;;RIO PRIM;1820;;LatinAm;Brazil;;;;;;2;0;;                                                                               ;
MOVE: 313;19971011; ;Birth  ;19971012; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
314;202;236;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19971115; ;20030925; ;Other;;;RIO PRIM;1831;RIO PRIM 20B;LatinAm;Brazil;;;;;;2;0;;                                                                     ;
MOVE: 314;19971115; ;Birth  ;20030925; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
315;202;236;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19971115; ;20021201; ;Other;;;RIO PRIM;1832;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 315;19971115; ;Birth  ;20021201; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
316;251;266;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19971227; ;19990914; ;Other;;;RIO PRIM;1837;;LatinAm;Brazil;;;;;;2;0;;                                                                                   ;
MOVE: 316;19971227; ;Birth  ;19990914; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
317;251;266;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19971227; ;20050210; ;Other;;;SAO PAULO;28568;;LatinAm;Brazil;;69837888;;;;2;0;;                                                                        ;
MOVE: 317;19971227; ;Birth  ;20050210; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
318;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19971230; ;20021022; ;Other;;;RIO PRIM;1923;;LatinAm;Brazil;Eva;00-01-BE-8B-69;;;;2;0;;                                                                 ;
MOVE: 318;19971230; ;Birth  ;20021022; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
319;84;105;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19971230; ;19971230; ;Other;;;JERSEY;M2404;;Europe;Channl Is;;;;;;2;0;;                                                                                ;
MOVE: 319;19971230; ;Birth  ;19971230; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
320;215;254;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;19980128; ;19980131; ;Other;;;BELFAST;3060;;Europe;N.Ireland;;;;;;2;0;;                                                                                 ;
MOVE: 320;19980128; ;Birth  ;19980131; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
321;215;254;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;19980128; ;19980131; ;Other;;;BELFAST;3061;;Europe;N.Ireland;;;;;;2;0;;                                                                                 ;
MOVE: 321;19980128; ;Birth  ;19980131; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
322;193;174;Unknown;Fertile;True;False;MAGDEBURG;Europe;Germany;19980406; ;19980409; ;Self injury;;;MAGDEBURG;184009;;Europe;Germany;;;;;;2;0;;                                                                      ;
MOVE: 322;19980406; ;Birth  ;19980409; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
323;193;174;Female;Fertile;True;False;MAGDEBURG;Europe;Germany;19980406; ;20071011; ;Euthanasia;General;Bacterial;MAGDEBURG;184010;MAGDEBURG 18S;Europe;Germany;Schlafzimmerblic;00-01F0-40FE;;;;2;0;;               ;
MOVE: 323;19980406; ;Birth  ;20071011; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
324;219;217;Female;Fertile;True;False;BELFAST;Europe;N.Ireland;19980414; ;20020501; ;Other;;;BELFAST;3122;;Europe;N.Ireland;;1F7 73BC;;;;2;0;;                                                                       ;
MOVE: 324;19980414; ;Birth  ;20020501; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
325;219;217;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;19980414; ;19980414; ;Stillbirth;;;BELFAST;3123;;Europe;N.Ireland;;;;;;2;0;;                                                                            ;
MOVE: 325;19980414; ;Birth  ;19980414; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
326;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19980420; ;20060304;D;Other;;;JERSEY;M2435;JERSEY SCA/B;Europe;Channl Is;;00-01-BF-AE-DD;;;;2;0;;                                                        ;
MOVE: 326;19980420; ;Birth  ;20060304;D;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
327;106;125;Male;Fertile;True;False;JERSEY;Europe;Channl Is;19980420; ;20130518; ;Infection;General;;JERSEY;M2436;JERSEY F5;Europe;Channl Is;Archie;00-01C5-5F9F;;;;2;0;;                                            ;
MOVE: 327;19980420; ;Birth  ;20130518; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
328;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19980811; ;20071119; ;Euthanasia;Digestive;Nutrition;MAGDEBURG;184014;;Europe;Germany;Coco;00-01C4-A9BA;;;;1;0;;                                       ;
MOVE: 328;19980811; ;Birth  ;20071119; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
329;202;236;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19980928; ;20010518; ;Infection;Respiratory;;RIO PRIM;1869;;LatinAm;Brazil;;;;;;2;0;;                                                                   ;
MOVE: 329;19980928; ;Birth  ;20010518; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
330;202;236;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19980928; ;20021030; ;Other;;;RIO PRIM;1870;;LatinAm;Brazil;;;;;;2;1;1;                                                                               ;
MOVE: 330;19980928; ;Birth  ;20021030; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
331;215;254;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;19981115; ;19981115; ;Stillbirth;;;BELFAST;3366;;Europe;N.Ireland;;;;;;3;0;;                                                                            ;
MOVE: 331;19981115; ;Birth  ;19981115; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
332;215;254;Male;Fertile;True;False;BELFAST;Europe;N.Ireland;19981115; ;20160831; ;Other;;;JERSEY;M3179;;Europe;Channl Is;Sticky;00-01EE-5E97;;;;3;4;1 2 2 1;                                                        ;
MOVE: 332;19981115; ;Birth  ;20160831; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
333;215;254;Male;Fertile;True;True;BELFAST;Europe;N.Ireland;19981115; ;; ;;;;MAGDEBURG;184017;;Europe;Germany;Eric;00-01EE-5E01;;;;3;1;2;                                                                            ;
MOVE: 333;19981115; ;Birth  ;20170321; ;Alive  ;;;;;;;;;;;;;;;;;;;;;;;;;
334;251;266;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19981117; ;20060221;Y;Other;;;RIO PRIM;1879;RIO PRIM S1V07;LatinAm;Brazil;;;;;;2;0;;                                                                     ;
MOVE: 334;19981117; ;Birth  ;20060221;Y;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
335;251;266;Male;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19981117; ;20010315;M;Predator;;;M DIABO;________;;LatinAm;Brazil;;;;;;2;0;;                                                                            ;
MOVE: 335;19981117; ;Birth  ;20010315;M;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
336;71;280;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19981218; ;19990926; ;Other;;;RIO PRIM;1886;;LatinAm;Brazil;;;;;;2;0;;                                                                                 ;
MOVE: 336;19981218; ;Birth  ;19990926; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
337;71;280;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19981218; ;20021201; ;Other;;;RIO PRIM;1885;RIO PRIM 22B;LatinAm;Brazil;;;;;;2;3;2 2 2;                                                                 ;
MOVE: 337;19981218; ;Birth  ;20021201; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
338;248;229;Unknown;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19990123; ;19990123; ;Other;;;RIO PRIM;1899;;LatinAm;Brazil;;;;;;2;0;;                                                                               ;
MOVE: 338;19990123; ;Birth  ;19990123; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
339;248;229;Female;Fertile;True;False;RIO PRIM;LatinAm;Brazil;19990123; ;20060221;Y;Other;;;RIO PRIM;1898;RIO PRIM SBV06;LatinAm;Brazil;;;;;;2;0;;                                                                  ;
MOVE: 339;19990123; ;Birth  ;20060221;Y;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
340;193;174;Unknown;Fertile;True;False;MAGDEBURG;Europe;Germany;19990207; ;19990207; ;Other;;;MAGDEBURG;184011;;Europe;Germany;;;;;;2;0;;                                                                            ;
MOVE: 340;19990207; ;Birth  ;19990207; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
341;193;174;Unknown;Fertile;True;False;MAGDEBURG;Europe;Germany;19990207; ;19990211; ;Other;;;MAGDEBURG;184012;;Europe;Germany;;;;;;2;0;;                                                                            ;
MOVE: 341;19990207; ;Birth  ;19990211; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
342;195;220;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19990405; ;19990405; ;Other;;;JERSEY;M2519;;Europe;Channl Is;;;;;;1;0;;                                                                              ;
MOVE: 342;19990405; ;Birth  ;19990405; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
343;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19990421; ;19990421; ;Other;;;JERSEY;M2529;;Europe;Channl Is;;;;;;2;0;;                                                                               ;
MOVE: 343;19990421; ;Birth  ;19990421; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
344;106;125;Unknown;Fertile;True;False;JERSEY;Europe;Channl Is;19990421; ;19990421; ;Other;;;JERSEY;M2530;;Europe;Channl Is;;;;;;2;0;;                                                                               ;
MOVE: 344;19990421; ;Birth  ;19990421; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
345;193;174;Female;Fertile;True;False;MAGDEBURG;Europe;Germany;19990722; ;20080926; ;Infection;Respiratory;Bacterial;KREFELD;1838;;Europe;Germany;;00-01F1-43BF;;;;1;1;2;                                            ;
MOVE: 345;19990722; ;Birth  ;20080926; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
346;222;127;Male;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19990723; ;19990725; ;Other;;;SAO PAULO;24568;;LatinAm;Brazil;;;;;;2;0;;                                                                               ;
MOVE: 346;19990723; ;Birth  ;19990725; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
347;222;127;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19990723; ;19990725; ;Other;;;SAO PAULO;24569;;LatinAm;Brazil;;;;;;2;0;;                                                                             ;
MOVE: 347;19990723; ;Birth  ;19990725; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
348;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19990816; ;20160607; ;Other;;;MAGDEBURG;184016;;Europe;Germany;Tavo;00-0606-2043;;;;2;0;;                                                              ;
MOVE: 348;19990816; ;Birth  ;20160607; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
349;195;220;Female;Fertile;True;False;JERSEY;Europe;Channl Is;19990816; ;20141109; ;Other;;;JERSEY;M2557;JERSEY OS2;Europe;Channl Is;Triqui;956000000000000;;;;2;0;;                                                 ;
MOVE: 349;19990816; ;Birth  ;20141109; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
350;75;240;Unknown;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19990819; ;19990819; ;Stillbirth;;;SAO PAULO;24611;;LatinAm;Brazil;;;;;;1;0;;                                                                        ;
MOVE: 350;19990819; ;Birth  ;19990819; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
351;223;240;Female;Fertile;True;False;SAO PAULO;LatinAm;Brazil;19990914; ;20020313; ;Other;General;Viral;SAO PAULO;24637;;LatinAm;Brazil;;;;;;1;0;;                                                                  ;
MOVE: 351;19990914; ;Birth  ;20020313; ;death  ;;;;;;;;;;;;;;;;;;;;;;;;;
